actual,predicted,misclassified,id,organization_id,type,species,age,gender,size,coat,tags,name,description,videos,status_changed_at,published_at,distance,breeds.primary,breeds.secondary,breeds.mixed,breeds.unknown,colors.primary,colors.secondary,colors.tertiary,fixed,house_trained,attributes.declawed,special_needs,shots_current,good_with_kids,good_with_dogs,good_with_cats,city,contact.address.state,zipcode,has_photo,days_on_petfinder,polarity,desc_len
Slow_adoption,Speedy_adoption,Yes,48632854,CA290,Dog,Dog,Adult,Female,Large,Medium,[],Willow,"UPDATE: (Aug. 3, 2020)

WILLOW is a 4 year-old Border Collie/Shepherd cross.  She might have some Belgian Shepherd or GSD...",0,2020-09-19 22:03:03+00:00,2020-07-29 22:22:56+00:00,77.1626,Border Collie,Shepherd,1,False,Black,,,1,0,,0,1,1,0,0,Hollister,CA,95023.0,1,0.0,0.0,124
Speedy_adoption,Slow_adoption,Yes,47630891,CA2164,Dog,Dog,Baby,Female,Large,Short,[],Beulah,"Beulah is available for adoption through Dogma Animal Rescue, a Sonoma County non-profit rescue organization.

Love dogs? Like us on...",0,2020-03-26 20:35:41+00:00,2020-03-16 18:45:35+00:00,63.5574,Doberman Pinscher,,1,False,Black,Red / Chestnut / Orange,White / Cream,1,0,,0,1,1,1,2,Monte Rio,CA,95462.0,1,1.0,0.9231,135
Slow_adoption,Speedy_adoption,Yes,47641980,CA162,Dog,Dog,Adult,Female,Small,Short,[],Chili,"Meet our spicy little Chili, one of our newly adoptable dogs at the SPCA! Chili is an adorable little min...",0,2020-04-09 23:39:19+00:00,2020-03-18 01:57:58+00:00,40.1912,Miniature Pinscher,Chihuahua,1,False,Black,Yellow / Tan / Blond / Fawn,,1,0,,0,1,2,2,2,Vacaville,CA,95696.0,1,0.0,0.5411,108
Slow_adoption,Speedy_adoption,Yes,46799974,CA2436,Dog,Dog,Young,Male,Medium,,[],Bro,Bro&#039;s a sweetheart of a medium sized mixed breed of around 6 months old. He loves meeting new people and...,0,2020-01-02 00:03:35+00:00,2019-12-09 20:29:08+00:00,55.0148,Pit Bull Terrier,,1,False,,,,0,0,,0,1,2,2,2,Santa Rosa,CA,95403.0,1,0.0,0.8402,112
Speedy_adoption,Slow_adoption,Yes,48646355,CA2143,Dog,Dog,Young,Male,Small,Short,[],MORGAN,"11 months old, shy at first but very sweet once he knows you.
Excellent on a leash. Will do best...",0,2020-08-01 18:21:39+00:00,2020-07-31 04:14:51+00:00,79.2359,Jack Russell Terrier,,1,False,,,,1,1,,0,1,2,2,2,Lower Lake,CA,95457.0,1,1.0,0.8747,99
Slow_adoption,Speedy_adoption,Yes,48651824,CA1598,Dog,Dog,Adult,Female,Large,,[],Schatzi,"Schatzi is a large (90 lbs) Shep mix with lots of energy. Does well on leash, prob not good around...",0,2020-09-06 17:42:49+00:00,2020-07-31 18:27:54+00:00,70.5288,German Shepherd Dog,,1,False,,,,1,0,,0,1,1,2,2,Modesto,CA,95355.0,1,0.0,0.2008,101
Speedy_adoption,Slow_adoption,Yes,49105905,CA2485,Dog,Dog,Young,Female,Medium,Short,[],Ripley,"RIPLEY, Spayed female, 13 months labold, 29-Lbs.
If you would like to give RIPLEY a forever home, please contact 
abetterchancerescue@gmail.com...",1,2020-09-23 02:06:28+00:00,2020-09-15 21:33:22+00:00,19.1016,Labrador Retriever,Terrier,1,False,Yellow / Tan / Blond / Fawn,,,1,1,,0,1,1,1,1,San Mateo,CA,94403.0,1,1.0,0.5859,146
Speedy_adoption,Slow_adoption,Yes,45297051,CA781,Dog,Dog,Baby,Female,Small,Short,[],Phoebe,Meet Phoebe!! She is heart-stoppingly adorable and will stop people in their tracks with her cuteness! Just barely a couple...,0,2019-07-29 15:41:14+00:00,2019-07-19 00:57:44+00:00,23.4398,Chihuahua,Terrier,1,False,Black,White / Cream,,1,0,,0,1,2,1,2,Redwood City,CA,94061.0,1,1.0,0.7332,126
Speedy_adoption,Slow_adoption,Yes,43884554,CA1727,Dog,Dog,Baby,Female,Large,Short,[],Pecan,Please fill out a pre-screen application. Contact us after 24 hours with any questions you may have and to find...,0,2019-02-11 05:30:05+00:00,2019-01-29 05:24:35+00:00,38.8997,Shepherd,Terrier,1,False,Black,Yellow / Tan / Blond / Fawn,,1,0,,0,1,2,2,2,San Jose,CA,95125.0,1,1.0,0.3182,114
Slow_adoption,Speedy_adoption,Yes,45988611,CA2324,Dog,Dog,Young,Female,Medium,Medium,[],Annie,"This is what Annie&#039;s foster has to say about her: &quot;Annie is a fabulous dog—sweet, loving, loyal, affiliative and eager...",0,2019-11-03 21:39:59+00:00,2019-09-21 04:10:23+00:00,53.2279,Labrador Retriever,Border Collie,1,False,Brown / Chocolate,,,0,1,,0,1,1,1,2,Santa Rosa,CA,95401.0,1,0.0,0.8859999999999999,131
Speedy_adoption,Slow_adoption,Yes,44276668,CA2618,Dog,Dog,Baby,Female,Medium,Medium,"['loving', 'playful', 'active']",Candi,"Candi is about 6 m.o girl, very affectionate, sweet and playful. Weight 20 lb, will be of medium size. She...",0,2019-04-03 00:26:55+00:00,2019-03-21 00:11:14+00:00,41.4369,Shepherd,,1,False,"Tricolor (Brown, Black, & White)",,,0,1,,0,1,1,1,2,San Jose,CA,95118.0,1,1.0,0.8545,109
Slow_adoption,Speedy_adoption,Yes,47456386,CA1973,Dog,Dog,Young,Male,Medium,Short,[],Tani,Meet Tani! Tani is a very sweet dog who is patiently waiting for a loving forever home! To get more...,0,2020-08-05 07:01:55+00:00,2020-02-24 04:28:26+00:00,15.3336,Jindo,,1,False,Bicolor,,,1,0,,0,1,1,1,2,San Ramon,CA,94582.0,1,0.0,0.8306,102
Slow_adoption,Speedy_adoption,Yes,44679822,CA1509,Dog,Dog,Adult,Male,Small,Long,[],Toby,Toby is a 4 yr old male Poodle/ Shih Tzu mix. This little cutie seems to like female humans more...,0,2019-06-10 12:22:34+00:00,2019-05-13 02:55:38+00:00,63.1754,Poodle,Shih Tzu,1,False,Apricot / Beige,,,1,0,,0,1,2,1,0,Patterson,CA,95363.0,1,0.0,0.5729,99
Speedy_adoption,Slow_adoption,Yes,47784831,CA1775,Dog,Dog,Young,Female,Medium,Medium,[],Thelma,Thelma is a little lap dog in a big puppy body. She is 6-7 mos old weighing 45 lbs. She...,0,2020-04-19 00:58:07+00:00,2020-04-09 20:46:22+00:00,21.663,Shepherd,Collie,1,False,Golden,White / Cream,,1,1,,0,1,2,2,2,  Pleasanton,CA,94566.0,1,1.0,0.0,90
Speedy_adoption,Slow_adoption,Yes,49987597,CA412,Dog,Dog,Young,Male,Medium,Short,[],Bugsy,"During the state mandated shelter-in-place order BACS has transitioned to virtual, socially-distanced adoptions.
If you have an interest in a...",0,2020-12-14 03:59:12+00:00,2020-12-08 04:40:07+00:00,6.7695,Pit Bull Terrier,Husky,1,False,White / Cream,Yellow / Tan / Blond / Fawn,,1,1,,0,1,2,2,2,Berkeley,CA,94710.0,1,1.0,0.4588,144
Speedy_adoption,Slow_adoption,Yes,48614334,CA2584,Dog,Dog,Adult,Male,Small,,"['loving', 'playful', 'active', 'smart']",Ricky Bobby,"Please help us welcome this little guy to Gunter&#039;s Legacy Animal Rescue, Inc.?! 

This is Ricky Bobby and he&#039;s one...",0,2020-08-08 00:39:15+00:00,2020-07-28 06:19:41+00:00,21.116,Miniature Pinscher,Chihuahua,1,False,Red / Chestnut / Orange,,,1,1,,0,1,1,1,0,Vallejo,CA,94590.0,1,1.0,0.8908,127
Slow_adoption,Speedy_adoption,Yes,45804648,CA2403,Dog,Dog,Baby,Female,Small,Short,[],Reece,"Because she has not been spayed, she is only available to homes within the SF Bay Area.
Reece is a...",0,2019-09-16 20:58:39+00:00,2019-08-31 03:42:25+00:00,15.099,Chihuahua,Terrier,1,False,Brown / Chocolate,,,0,0,,0,1,2,2,2,South San Francisco,CA,94083.0,1,0.0,0.0,101
Slow_adoption,Speedy_adoption,Yes,43900475,CA162,Dog,Dog,Adult,Male,Small,Short,[],Rhapsody,One look at this face and I don&#039;t know how anyone wouldn&#039;t want this little boy. Rhapsody is a male...,0,2019-02-17 18:54:00+00:00,2019-01-31 05:17:25+00:00,40.1912,Pomeranian,Chihuahua,1,False,Black,Brown / Chocolate,White / Cream,1,0,,0,1,2,2,2,Vacaville,CA,95696.0,1,0.0,0.0772,112
Slow_adoption,Speedy_adoption,Yes,49176534,CA2285,Dog,Dog,Adult,Female,Large,Medium,[],Heidi,Meet 2yr old 60lb Heidi The gorgeous German Shepherd. She’s super dog friendly and would make a great second dog...,1,2020-10-07 15:20:58+00:00,2020-09-22 04:11:20+00:00,8.1106,German Shepherd Dog,,0,False,Sable,,,1,1,,0,1,1,1,2,Lafayette,CA,94549.0,1,0.0,0.9451,115
Speedy_adoption,Slow_adoption,Yes,44662523,CA2420,Dog,Dog,Baby,Female,Medium,Short,[],Cindy Lu,"I’m Cindy Lu! I’m a silly, playful, soft girl, and my new friends at BAGSR think I may be a...",0,2019-05-12 16:30:43+00:00,2019-05-10 15:51:37+00:00,28.7924,German Shepherd Dog,Belgian Shepherd / Malinois,1,False,Black,Sable,,1,1,,0,1,1,1,2,Novato,CA,94948.0,1,1.0,0.75,94
Speedy_adoption,Slow_adoption,Yes,44546122,CA2113,Dog,Dog,Baby,Female,Medium,Short,[],Ash,Adorable Ash is ready to start looking for her forever home!  Ash is a 10 week old cattle dog/shep mix...,0,2019-04-28 04:05:52+00:00,2019-04-26 00:59:52+00:00,14.5055,Cattle Dog,Shepherd,1,False,Brown / Chocolate,"Tricolor (Brown, Black, & White)",,1,0,,0,1,1,1,2,Concord,CA,94518.0,1,1.0,0.7177,105
Speedy_adoption,Slow_adoption,Yes,44545685,CA2113,Dog,Dog,Baby,Male,Large,Short,[],Oscar,Our beautiful Oscar is all ready for his forever home! Oscar is a 12 week old lab/ pit mix best...,0,2019-04-28 04:05:53+00:00,2019-04-25 22:06:46+00:00,14.5055,American Staffordshire Terrier,,1,False,Bicolor,White / Cream,Yellow / Tan / Blond / Fawn,1,0,,0,1,1,1,2,Concord,CA,94518.0,1,1.0,0.7712,98
Speedy_adoption,Slow_adoption,Yes,48825982,CA2265,Dog,Dog,Young,Female,Medium,Short,"['Loves people', 'dogs', 'cats', 'children']",19RJ,"Please read the full dog description.
If you think RJ or any of our other dogs are a good fit...",0,2020-08-23 17:17:13+00:00,2020-08-19 22:37:10+00:00,91.1674,Boxer,Shepherd,1,False,Brindle,,,1,1,,1,1,1,1,1,Shingle Springs,CA,95682.0,1,1.0,0.6369,96
Slow_adoption,Speedy_adoption,Yes,44679541,CA180,Dog,Dog,Baby,Female,Medium,Medium,[],Patty Loveless,Patty Loveless is a sweet and playful puppy.,0,2019-05-26 22:17:26+00:00,2019-05-13 00:50:12+00:00,54.2778,German Shepherd Dog,Border Collie,1,False,Black,,,1,0,,0,1,1,1,2,Stockton,CA,95208.0,1,0.0,0.7096,44
Slow_adoption,Speedy_adoption,Yes,44286070,CA2572,Dog,Dog,Baby,Male,Small,Short,"['Loving', 'quiet', 'gentle']",Renly,Renly is a 10 week old Terrier mix. He was rescued from an extreme hoarding situation in the Central Valley....,1,2019-04-10 20:47:01+00:00,2019-03-22 00:22:42+00:00,77.921,Terrier,,1,False,Yellow / Tan / Blond / Fawn,,,1,0,,0,1,1,1,1,Turlock,CA,95380.0,1,0.0,0.4215,111
Slow_adoption,Speedy_adoption,Yes,45559566,CA2159,Dog,Dog,Baby,Male,Medium,Short,[],Stitch,"Stitch is looking for his forever Ohana. He and his sister, Lilo, have been in foster care since they were...",0,2019-08-27 01:24:35+00:00,2019-08-09 17:00:03+00:00,97.1809,Pit Bull Terrier,,1,False,Brindle,White / Cream,,1,1,,0,1,1,1,1,Yuba City,CA,95993.0,1,0.0,0.4939,109
Slow_adoption,Speedy_adoption,Yes,49663640,CA2490,Dog,Dog,Young,Female,Medium,Short,[],Francine,"Meet Francine — Petite, 35 lb sharpei terrier mix — Francine and her two siblings lost their home in the...",0,2020-12-03 21:56:51+00:00,2020-11-01 15:57:39+00:00,57.3807,Shar-Pei,Terrier,1,False,Black,,,1,1,,0,1,1,1,1,Davis,CA,95616.0,1,0.0,-0.3182,107
Slow_adoption,Speedy_adoption,Yes,44372549,CA2324,Dog,Dog,Baby,Male,Small,Short,"['fun', 'sweet', 'playful', 'affectionate']",Valentino,"Valentino is fun, respectful, gets along with everyone, and is a perfect house guest at his foster home! He will...",0,2019-05-02 02:11:47+00:00,2019-04-02 21:39:54+00:00,53.2279,Chihuahua,,1,False,Yellow / Tan / Blond / Fawn,,,1,0,,0,1,1,1,1,Santa Rosa,CA,95401.0,1,0.0,0.8832,115
Slow_adoption,Speedy_adoption,Yes,46736781,CA2646,Dog,Dog,Baby,Male,Medium,Short,"['Playful', 'sweet', 'cute']",Foggy,"This is Foggy!
- Foggy is a beagle/shepherd mix and he is about seven months old.
- He loves other...",0,2020-03-25 18:21:37+00:00,2019-12-02 23:57:09+00:00,2.2836,Beagle,Shepherd,1,False,"Tricolor (Brown, Black, & White)",,,1,1,,0,1,1,1,2,Oakland,CA,94611.0,1,0.0,0.6114,101
Slow_adoption,Speedy_adoption,Yes,44546606,CA2143,Dog,Dog,Baby,Female,Large,Medium,[],VENUS,Very smart puppy! Now 3 months old. Active and playful. Looking for a loving stable and permanent home.,0,2019-06-09 23:47:10+00:00,2019-04-26 02:58:33+00:00,79.2359,Australian Cattle Dog / Blue Heeler,Shepherd,1,False,Red / Chestnut / Orange,,,0,0,,0,1,2,2,2,Lower Lake,CA,95457.0,1,0.0,0.9323,103
Slow_adoption,Speedy_adoption,Yes,45105616,CA1698,Dog,Dog,Adult,Male,Small,Medium,[],BOMBOM,"NAME:     BOMBOM
 NEUTERED
APX AGE:  4YR
BREED: Pomeranian Mix
APRX. WEIGHT: 12  LBS

GOOD ON LEASH
CRATE TRAINED
GOOD WITH...",0,2019-07-14 22:03:15+00:00,2019-06-27 22:10:30+00:00,76.2673,Pomeranian,,1,False,Golden,,,1,0,,0,1,1,1,1,Gustine,CA,95322.0,1,0.0,0.8056,126
Speedy_adoption,Slow_adoption,Yes,47693203,CA86,Dog,Dog,Baby,Female,Medium,Short,[],Sasha,"Sasha is one pretty and sweet girl, She was born 11-29-19 making her almost 4 months old. She is a...",0,2020-03-29 21:57:34+00:00,2020-03-25 00:57:25+00:00,55.978,Boxer,Terrier,1,False,White / Cream,Yellow / Tan / Blond / Fawn,,1,0,,0,1,1,1,2,Lodi,CA,95241.0,1,1.0,0.7351,101
Speedy_adoption,Slow_adoption,Yes,46422881,CA2490,Dog,Dog,Baby,Male,Medium,Medium,[],Casper,Meet Casper — one of the 7 babies rescued along with their mama and auntie from a terrible situation in...,0,2019-11-10 20:56:06+00:00,2019-10-30 05:54:05+00:00,71.3048,Shepherd,,1,False,"Tricolor (Brown, Black, & White)",,,0,0,,0,1,1,1,2,Sacramento,CA,95827.0,1,1.0,-0.0772,106
Speedy_adoption,Slow_adoption,Yes,44060562,CA1669,Dog,Dog,Adult,Male,Large,Short,[],Judge,"My name is Judge. I&#039;m a male, black and white Pit Bull type mix, and I currently weigh 65 lbs....",0,2019-02-26 07:04:09+00:00,2019-02-20 20:48:47+00:00,19.0835,Pit Bull Terrier,,0,False,Black,White / Cream,,1,0,,0,1,2,2,2,Dublin,CA,94568.0,1,1.0,0.0,102
Slow_adoption,Speedy_adoption,Yes,49762461,CA840,Dog,Dog,Baby,Female,Medium,Short,"['Playful', 'Sweet', 'Shy']",Diva,"Name Diva
Breed Bully/Aussie mix
DOB Aug 26, 2020
Spayed female

Meet Diva! She is a really funny puppy. She...",0,2020-12-16 17:01:45+00:00,2020-11-11 19:49:30+00:00,94.5838,Pit Bull Terrier,Australian Shepherd,1,False,Black,White / Cream,,1,0,,0,1,1,1,1,Atwater,CA,95301.0,1,0.0,0.54,111
Slow_adoption,Speedy_adoption,Yes,45183436,CA2108,Dog,Dog,Adult,Male,Medium,Medium,[],Tobbie-ADOPTED,"This amazingly sweet, mellow, easy going guy came to us from a Sacramento Shelter, when his family could no longer...",0,2019-11-15 22:14:09+00:00,2019-07-06 15:58:42+00:00,70.209,Cocker Spaniel,,1,False,Bicolor,,,0,0,,0,0,2,2,2,Sacramento,CA,95825.0,1,0.0,0.6436,117
Slow_adoption,Speedy_adoption,Yes,49376104,CA2285,Dog,Dog,Baby,Male,Small,Short,"['Shy', 'playful', 'blossoming']",Tux,"Meet 10mo old, 10lb Tux the adorable chi boy. This poor guy was found dumped in the middle of no...",1,2020-11-15 00:37:22+00:00,2020-10-07 21:42:53+00:00,8.1106,Chihuahua,,0,False,Black,White / Cream,,1,0,,0,1,1,1,1,Lafayette,CA,94549.0,1,0.0,-0.3818,99
Speedy_adoption,Slow_adoption,Yes,44087952,CA2490,Dog,Dog,Baby,Female,Large,Short,[],Puppy Gracie,Gracie is the sweetest and gentlest of the litter; she is always the one who is closest to your side....,0,2019-02-24 23:33:54+00:00,2019-02-24 07:53:25+00:00,57.8514,Labrador Retriever,Shepherd,1,False,,,,0,0,,0,1,1,1,1,Davis,CA,95616.0,1,1.0,0.4215,104
Slow_adoption,Speedy_adoption,Yes,45162785,CA2285,Dog,Dog,Adult,Female,Small,Short,[],Kisses,Meet 6yr old Kisses the chug (pug chi mix) who weighs about 6lbs. She is totally adorable and cat and...,0,2019-08-25 22:14:44+00:00,2019-07-03 23:33:35+00:00,8.1106,Chihuahua,Pug,1,False,"Tricolor (Brown, Black, & White)",,,1,1,,0,1,0,1,1,Lafayette,CA,94549.0,1,0.0,0.7778,104
Speedy_adoption,Slow_adoption,Yes,48920212,CA1727,Dog,Dog,Adult,Female,Small,Short,[],Schmoms,Meet Schmoms. This petite girl packs a lot of personality into her 5 lb body! Schmoms is so so sweet...,0,2020-09-06 20:31:04+00:00,2020-08-30 03:51:27+00:00,38.8997,Miniature Pinscher,Chihuahua,1,False,Black,Brown / Chocolate,"Tricolor (Brown, Black, & White)",1,0,,0,1,2,2,2,San Jose,CA,95125.0,1,1.0,0.0,103
Speedy_adoption,Slow_adoption,Yes,45922421,CA2709,Dog,Dog,Young,Female,Small,Short,"['Loving', 'playful']",Fiona,Fiona is a confident and easy going dog. She is curious to discover new things and make new friends -...,0,2019-09-15 02:38:03+00:00,2019-09-10 00:57:14+00:00,10.9064,Chihuahua,,0,False,Harlequin,,,1,1,,0,1,1,1,2,San Francisco,CA,94124.0,1,1.0,0.8885,104
Slow_adoption,Speedy_adoption,Yes,45490466,CA1826,Dog,Dog,Baby,Male,Small,Short,"['Cute', 'YOUNG', 'HEALTHY']",Zipper,Our sweet Zipper is a year old and weighs about 11 lbs. He has the cutest face and a friendly...,0,2019-09-24 20:43:47+00:00,2019-08-03 18:21:03+00:00,60.1221,Terrier,,1,False,Yellow / Tan / Blond / Fawn,,,1,0,,0,1,2,1,2,Elk Grove,CA,95758.0,1,0.0,0.7783,96
Slow_adoption,Speedy_adoption,Yes,47642572,CA2003,Dog,Dog,Adult,Male,Small,Medium,[],Skipper,"Skipper is a two-year-old pug mix that weighs just under 20 pounds. He is a very animated, happy, playful dog...",0,2020-04-10 00:11:43+00:00,2020-03-18 04:19:59+00:00,24.9441,Jindo,Pug,1,False,Black,Golden,,1,0,,0,1,2,1,2,Fremont,CA,94539.0,1,0.0,0.7988,112
Speedy_adoption,Slow_adoption,Yes,44329394,CA2318,Dog,Dog,Adult,Male,Medium,Medium,[],Riley,Riley is a wonderful 2 year old Australian Shepherd/Cattle Dog mix. He is a sweet boy who gets along great...,0,2019-03-28 22:34:59+00:00,2019-03-28 01:50:04+00:00,56.1248,Australian Shepherd,Cattle Dog,1,False,,,,1,0,,0,1,1,1,2,Lodi,CA,95240.0,1,1.0,0.7717,109
Slow_adoption,Speedy_adoption,Yes,50092702,CA714,Dog,Dog,Young,Female,Large,,[],Cassie,"On Sat Jan 16 00:01:05 PST 2021 Cassie was adopted. For current animal profile, images and videos please visit https://petportal.oaklandanimalservices.org/myapp/publicAnimalProfile/show/44260...",0,2021-01-13 20:11:29+00:00,2020-12-19 20:24:58+00:00,2.0055,American Staffordshire Terrier,Alaskan Malamute,1,False,,,,0,0,,0,0,2,2,2,Oakland,CA,94601.0,1,0.0,0.3182,194
Speedy_adoption,Slow_adoption,Yes,45844441,CA1727,Dog,Dog,Baby,Male,Large,Short,[],Wilder,Many of our newly listed dogs and puppies are scheduled to attend the Bay Area Pet Fair at the Pleasanton...,0,2019-09-16 07:01:51+00:00,2019-09-03 01:19:10+00:00,20.5316,Boxer,Sheep Dog,1,False,Black,White / Cream,,1,0,,0,1,2,2,2,Pleasanton,CA,94566.0,1,1.0,0.3182,108
Speedy_adoption,Slow_adoption,Yes,44493748,CA2159,Dog,Dog,Adult,Female,Small,Short,[],Ariel,"Meet sweet Ariel.  This beautiful girl is about 2 years old.  She is great with dogs, small and large and...",0,2019-04-21 02:31:08+00:00,2019-04-18 20:18:02+00:00,97.1809,Chihuahua,,1,False,Yellow / Tan / Blond / Fawn,,,1,1,,0,1,1,1,1,Yuba City,CA,95993.0,1,1.0,0.9001,108
Speedy_adoption,Slow_adoption,Yes,44716988,CA2538,Dog,Dog,Baby,Female,Small,Medium,[],Abby,ABBY is an adorable little pup! Approx 10 months of age and 7-8 lbs. We believe she is a Terrier/Chi...,0,2019-05-22 01:05:22+00:00,2019-05-17 12:01:18+00:00,31.8249,Terrier,Chihuahua,1,False,Yellow / Tan / Blond / Fawn,,,1,0,,0,1,2,1,2,Knightsen,CA,94548.0,1,1.0,0.5411,103
Speedy_adoption,Slow_adoption,Yes,48336074,CA2646,Dog,Dog,Adult,Female,Medium,Short,['Sweet'],Nova,"IN NEED OF A FOSTER!!
This is Nova!
- Nova is a pregnant dog that is in need of an...",0,2020-06-27 18:55:33+00:00,2020-06-27 13:48:23+00:00,2.2836,Shepherd,,1,False,Bicolor,,,0,1,,0,0,1,1,2,Oakland,CA,94611.0,1,1.0,0.0,85
Speedy_adoption,Slow_adoption,Yes,46950781,CA2420,Dog,Dog,Baby,Female,Large,Short,[],Noel,I’m Noel! I’m a 10 month old girl mixed with something pretty cute-maybe Labrador. I’m about 50 pounds with a...,0,2020-01-05 21:14:25+00:00,2019-12-27 17:49:15+00:00,28.7924,German Shepherd Dog,,1,False,Yellow / Tan / Blond / Fawn,Black,,1,1,,0,1,2,1,1,Novato,CA,94948.0,1,1.0,0.5411,112
Speedy_adoption,Slow_adoption,Yes,46592526,CA2490,Dog,Dog,Young,Male,Medium,Short,"['playful', 'active', 'loving', 'cuddly']",Loving Luke,"Loving Luke  is a versatile and smart puppy who adores people and dogs!

He would be great for an active...",0,2019-11-22 19:22:54+00:00,2019-11-16 03:26:06+00:00,57.8514,Rhodesian Ridgeback,Shepherd,1,False,Bicolor,,,1,1,,0,1,1,1,1,Davis,CA,95616.0,1,1.0,0.9273,107
Slow_adoption,Speedy_adoption,Yes,44622005,CA2324,Dog,Dog,Baby,Female,Medium,Short,"['playful', 'active', 'sweet', 'loving']",Maple,What can we say about Maple that isn&#039;t obvious from her pictures? She is all the best things about a...,0,2019-06-08 23:22:20+00:00,2019-05-05 17:35:54+00:00,53.2279,Border Collie,,1,False,Brown / Chocolate,White / Cream,,1,0,,0,1,1,1,2,Santa Rosa,CA,95401.0,1,0.0,0.6369,108
Speedy_adoption,Slow_adoption,Yes,49633442,CA2646,Dog,Dog,Young,Male,Medium,Short,"['sweet', 'Playful', 'Affectionate']",Eazy E,"This is Eazy E! (foster to adopt)
- Eazy is a sweet and playful lab mix.
- He&#039;s about 9...",0,2020-11-08 20:21:36+00:00,2020-10-29 06:53:17+00:00,2.2836,Labrador Retriever,,1,False,Apricot / Beige,White / Cream,,0,1,,0,1,1,1,2,Oakland,CA,94611.0,1,1.0,0.7345,95
Speedy_adoption,Slow_adoption,Yes,45015730,CA1727,Dog,Dog,Baby,Male,Medium,Short,[],Jerry the Minion,Many of our newly listed puppies are scheduled to attend Saturday events at Petsmart Almaden Expressway in San Jose from...,0,2019-06-23 22:37:16+00:00,2019-06-18 23:42:34+00:00,38.8997,Terrier,,1,False,White / Cream,Yellow / Tan / Blond / Fawn,,1,0,,0,1,2,2,2,San Jose,CA,95125.0,1,1.0,0.0,123
Speedy_adoption,Slow_adoption,Yes,46475132,CA1973,Dog,Dog,Baby,Male,Medium,,[],Antony,Meet Antony! Antony is a very sweet dog who is patiently waiting for a loving forever home! To get more...,0,2019-11-14 02:25:07+00:00,2019-11-04 21:52:52+00:00,12.3438,Collie,Terrier,1,False,,,,1,0,,0,1,1,1,2,San Francisco,CA,94115.0,1,1.0,0.8306,106
Speedy_adoption,Slow_adoption,Yes,46876595,CA2490,Dog,Dog,Young,Male,Medium,Medium,[],Max,Meet Max! 1 year White Shepherd. Max was surrendered to a rural shelter in Sanger CA along with his two...,0,2019-12-23 04:09:16+00:00,2019-12-18 00:55:21+00:00,71.3048,German Shepherd Dog,,0,False,White / Cream,,,0,0,,0,1,1,1,2,Sacramento,CA,95827.0,1,1.0,0.0,106
Slow_adoption,Speedy_adoption,Yes,48839187,CA1437,Dog,Dog,Adult,Male,Medium,,[],Rusty,"Adoption Fee: $700
Rusty is a 5-year-old Pomeranian. He weighs about 25 lbs. He was a rescue from the shelter,...",0,2020-09-09 03:03:35+00:00,2020-08-21 13:09:51+00:00,26.9102,Pomeranian,,0,False,,,,1,0,,0,1,1,1,0,Palo Alto,CA,94306.0,1,0.0,0.5106,113
Slow_adoption,Speedy_adoption,Yes,49926820,CA2766,Dog,Dog,Young,Male,Small,Short,"['loving', 'playful', 'active', 'snuggly']",Fred Clause FFPR,"Hi, 

I&#039;m only a year old and I&#039;m still looking for my forever home.  I came from a home with...",0,2020-12-17 22:33:55+00:00,2020-12-01 03:26:45+00:00,26.5963,Yorkshire Terrier,Mixed Breed,1,False,"Tricolor (Brown, Black, & White)",,,1,1,,0,1,1,1,1,Antioch,CA,94509.0,1,0.0,0.0,106
Speedy_adoption,Slow_adoption,Yes,48614067,CA1973,Dog,Dog,Baby,Male,Medium,,[],Artin,Meet Artin! Artin is a very sweet dog who is patiently waiting for a loving forever home! To get more...,0,2020-07-28 04:42:37+00:00,2020-07-28 04:42:37+00:00,12.3438,Shepherd,Terrier,1,False,,,,1,0,,0,1,1,1,1,San Francisco,CA,94115.0,1,1.0,0.8306,104
Slow_adoption,Speedy_adoption,Yes,48929084,CA2490,Dog,Dog,Young,Female,Medium,Long,[],Sienna,"Sienna is a 2 year old, 60 lb spayed Husky rescued from Amador county shelter as a stray so we...",1,2020-12-04 02:43:46+00:00,2020-08-31 15:09:48+00:00,57.3807,Husky,,0,False,White / Cream,,,1,1,,0,1,1,1,2,Davis,CA,95616.0,1,0.0,0.4215,97
Speedy_adoption,Slow_adoption,Yes,48793599,CA2420,Dog,Dog,Young,Female,Medium,Medium,[],Lizzy,Lizzy is a 2 year old girl who is new to our program. She can be a little bit shy...,0,2020-08-18 01:50:46+00:00,2020-08-16 15:57:50+00:00,28.7924,German Shepherd Dog,,1,False,Sable,,,1,1,,0,1,2,1,2,Novato,CA,94948.0,1,1.0,0.0,84
Speedy_adoption,Slow_adoption,Yes,48916618,CA86,Dog,Dog,Young,Male,Small,Medium,[],Freckles,"Looking for love? You have got to meet our handsome Freckles! He is a 3-5 year old, 10 pound, white...",0,2020-09-01 00:57:22+00:00,2020-08-29 19:11:40+00:00,55.978,Papillon,Spaniel,1,False,Apricot / Beige,,,1,1,,0,1,1,1,2,Lodi,CA,95241.0,1,1.0,0.8268,102
